Gender,Age,Region,Diagnosis,2019,2020,2021,2022
Women,65-69 years,Region Midtjylland,Diseases of mamma,6,6,4,3
Women,65-69 years,Region Midtjylland,Sterilization,0,0,0,0
Women,65-69 years,Region Midtjylland,Concussion,8,9,10,7
Women,65-69 years,Region Midtjylland,Poisonings,22,22,20,19
Women,65-69 years,Region Midtjylland,Live-born children,0,0,0,0
Women,65-69 years,Region Midtjylland,Other diseases,597,634,557,572
Women,65-69 years,Region Nordjylland,"Diagnosis, total",1587,1864,1806,1719
Women,65-69 years,Region Nordjylland,Infectious diseases,79,99,123,111
Women,65-69 years,Region Nordjylland,Diseases of lung,259,270,245,228
Women,65-69 years,Region Nordjylland,Diseases of the nervous system,85,93,107,104
Women,65-69 years,Region Nordjylland,Diseases of the heart and great vessels,134,176,162,158
Women,65-69 years,Region Nordjylland,"Diseases of arteries, veins, lymph",7,9,11,11
Women,65-69 years,Region Nordjylland,Varicose veins in leg,0,0,0,0
Women,65-69 years,Region Nordjylland,Diseases of blood and lymphatic tissue,41,37,35,37
Women,65-69 years,Region Nordjylland,Diseases of the stomach and intestines,296,315,309,284
Women,65-69 years,Region Nordjylland,Diseases of the urinary tract,70,94,82,64
Women,65-69 years,Region Nordjylland,Diseases of the musculoskeletal system,120,135,143,160
Women,65-69 years,Region Nordjylland,Diseases of female genital organs,5,15,10,4
Women,65-69 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,65-69 years,Region Nordjylland,Diseases of the skin and venereal diseases,15,22,16,18
Women,65-69 years,Region Nordjylland,Diseases of the eye,8,8,8,5
Women,65-69 years,Region Nordjylland,"Diseases of ear, nose and throat",16,17,15,18
Women,65-69 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",63,85,78,68
Women,65-69 years,Region Nordjylland,Mental disorders,64,61,87,79
Women,65-69 years,Region Nordjylland,Diseases of mamma,..,..,3,3
Women,65-69 years,Region Nordjylland,Sterilization,0,0,0,0
Women,65-69 years,Region Nordjylland,Concussion,..,0,3,..
Women,65-69 years,Region Nordjylland,Poisonings,12,4,9,7
Women,65-69 years,Region Nordjylland,Live-born children,0,0,0,0
Women,65-69 years,Region Nordjylland,Other diseases,309,423,360,359
Women,70-74 years,Region Hovedstaden,"Diagnosis, total",7242,7261,6798,6387
Women,70-74 years,Region Hovedstaden,Infectious diseases,424,547,537,457
Women,70-74 years,Region Hovedstaden,Diseases of lung,1295,1118,968,960
Women,70-74 years,Region Hovedstaden,Diseases of the nervous system,422,481,472,416
Women,70-74 years,Region Hovedstaden,Diseases of the heart and great vessels,759,745,658,621
Women,70-74 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",78,63,58,56
Women,70-74 years,Region Hovedstaden,Varicose veins in leg,3,..,..,0
Women,70-74 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,174,144,126,120
Women,70-74 years,Region Hovedstaden,Diseases of the stomach and intestines,899,918,906,829
Women,70-74 years,Region Hovedstaden,Diseases of the urinary tract,341,340,316,303
Women,70-74 years,Region Hovedstaden,Diseases of the musculoskeletal system,720,762,786,739
Women,70-74 years,Region Hovedstaden,Diseases of female genital organs,31,32,18,14
Women,70-74 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",0,0,..,0
Women,70-74 years,Region Hovedstaden,Diseases of the skin and venereal diseases,70,55,80,79
Women,70-74 years,Region Hovedstaden,Diseases of the eye,40,14,7,15
Women,70-74 years,Region Hovedstaden,"Diseases of ear, nose and throat",85,54,52,76
Women,70-74 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",277,302,265,260
Women,70-74 years,Region Hovedstaden,Mental disorders,317,306,274,286
Women,70-74 years,Region Hovedstaden,Diseases of mamma,36,42,26,37
Women,70-74 years,Region Hovedstaden,Sterilization,0,0,0,0
Women,70-74 years,Region Hovedstaden,Concussion,11,16,14,20
Women,70-74 years,Region Hovedstaden,Poisonings,31,25,39,37
Women,70-74 years,Region Hovedstaden,Live-born children,0,0,0,0
Women,70-74 years,Region Hovedstaden,Other diseases,1229,1296,1193,1062
Women,70-74 years,Region Sjælland,"Diagnosis, total",4276,4338,4070,3995
Women,70-74 years,Region Sjælland,Infectious diseases,225,267,286,323
Women,70-74 years,Region Sjælland,Diseases of lung,726,671,615,652
Women,70-74 years,Region Sjælland,Diseases of the nervous system,214,218,183,186
Women,70-74 years,Region Sjælland,Diseases of the heart and great vessels,499,487,457,421
Women,70-74 years,Region Sjælland,"Diseases of arteries, veins, lymph",51,36,38,34
Women,70-74 years,Region Sjælland,Varicose veins in leg,0,..,..,0
Women,70-74 years,Region Sjælland,Diseases of blood and lymphatic tissue,132,124,130,149
Women,70-74 years,Region Sjælland,Diseases of the stomach and intestines,599,566,516,555
Women,70-74 years,Region Sjælland,Diseases of the urinary tract,183,188,183,192
Women,70-74 years,Region Sjælland,Diseases of the musculoskeletal system,435,431,424,375
Women,70-74 years,Region Sjælland,Diseases of female genital organs,16,34,15,22
Women,70-74 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,70-74 years,Region Sjælland,Diseases of the skin and venereal diseases,36,48,41,49
Women,70-74 years,Region Sjælland,Diseases of the eye,4,5,3,8
Women,70-74 years,Region Sjælland,"Diseases of ear, nose and throat",33,45,30,35
Women,70-74 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",168,177,173,156
Women,70-74 years,Region Sjælland,Mental disorders,154,136,158,139
Women,70-74 years,Region Sjælland,Diseases of mamma,20,27,20,10
Women,70-74 years,Region Sjælland,Sterilization,0,0,0,0
Women,70-74 years,Region Sjælland,Concussion,9,3,..,..
Women,70-74 years,Region Sjælland,Poisonings,12,22,25,20
Women,70-74 years,Region Sjælland,Live-born children,0,0,0,0
Women,70-74 years,Region Sjælland,Other diseases,760,852,770,668
Women,70-74 years,Region Syddanmark,"Diagnosis, total",4062,4582,4187,4268
Women,70-74 years,Region Syddanmark,Infectious diseases,177,251,227,294
Women,70-74 years,Region Syddanmark,Diseases of lung,753,699,586,647
Women,70-74 years,Region Syddanmark,Diseases of the nervous system,246,298,285,266
Women,70-74 years,Region Syddanmark,Diseases of the heart and great vessels,362,444,392,362
Women,70-74 years,Region Syddanmark,"Diseases of arteries, veins, lymph",27,29,14,24
Women,70-74 years,Region Syddanmark,Varicose veins in leg,0,0,0,0
Women,70-74 years,Region Syddanmark,Diseases of blood and lymphatic tissue,52,76,65,62
Women,70-74 years,Region Syddanmark,Diseases of the stomach and intestines,598,601,596,591
Women,70-74 years,Region Syddanmark,Diseases of the urinary tract,204,246,261,225
Women,70-74 years,Region Syddanmark,Diseases of the musculoskeletal system,423,511,481,524
Women,70-74 years,Region Syddanmark,Diseases of female genital organs,24,33,23,16
Women,70-74 years,Region Syddanmark,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,70-74 years,Region Syddanmark,Diseases of the skin and venereal diseases,35,43,35,51
Women,70-74 years,Region Syddanmark,Diseases of the eye,8,10,7,3
Women,70-74 years,Region Syddanmark,"Diseases of ear, nose and throat",38,63,33,62
Women,70-74 years,Region Syddanmark,"Endocrine, metabolic and chromosomic diseases",175,213,171,181
Women,70-74 years,Region Syddanmark,Mental disorders,183,178,198,139
Women,70-74 years,Region Syddanmark,Diseases of mamma,12,17,15,16
Women,70-74 years,Region Syddanmark,Sterilization,0,0,0,0
Women,70-74 years,Region Syddanmark,Concussion,6,9,7,7
Women,70-74 years,Region Syddanmark,Poisonings,20,19,23,19
Women,70-74 years,Region Syddanmark,Live-born children,0,0,0,0
Women,70-74 years,Region Syddanmark,Other diseases,719,842,768,779
Women,70-74 years,Region Midtjylland,"Diagnosis, total",4193,4417,4503,4178
Women,70-74 years,Region Midtjylland,Infectious diseases,227,290,278,340
Women,70-74 years,Region Midtjylland,Diseases of lung,792,702,729,682
Women,70-74 years,Region Midtjylland,Diseases of the nervous system,219,237,208,227
Women,70-74 years,Region Midtjylland,Diseases of the heart and great vessels,378,459,484,411
Women,70-74 years,Region Midtjylland,"Diseases of arteries, veins, lymph",26,34,32,28
Women,70-74 years,Region Midtjylland,Varicose veins in leg,0,0,0,0
Women,70-74 years,Region Midtjylland,Diseases of blood and lymphatic tissue,98,86,93,78
Women,70-74 years,Region Midtjylland,Diseases of the stomach and intestines,594,654,692,619
Women,70-74 years,Region Midtjylland,Diseases of the urinary tract,256,248,239,210
Women,70-74 years,Region Midtjylland,Diseases of the musculoskeletal system,447,513,543,494
Women,70-74 years,Region Midtjylland,Diseases of female genital organs,19,13,13,12
Women,70-74 years,Region Midtjylland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,0
Women,70-74 years,Region Midtjylland,Diseases of the skin and venereal diseases,36,37,46,42
Women,70-74 years,Region Midtjylland,Diseases of the eye,6,3,3,7
Women,70-74 years,Region Midtjylland,"Diseases of ear, nose and throat",64,50,36,63
Women,70-74 years,Region Midtjylland,"Endocrine, metabolic and chromosomic diseases",163,158,164,150
Women,70-74 years,Region Midtjylland,Mental disorders,111,147,176,149
Women,70-74 years,Region Midtjylland,Diseases of mamma,13,6,9,5
Women,70-74 years,Region Midtjylland,Sterilization,0,0,0,0
Women,70-74 years,Region Midtjylland,Concussion,8,11,9,8
Women,70-74 years,Region Midtjylland,Poisonings,26,26,25,16
Women,70-74 years,Region Midtjylland,Live-born children,0,0,0,0
Women,70-74 years,Region Midtjylland,Other diseases,710,743,724,637
Women,70-74 years,Region Nordjylland,"Diagnosis, total",2024,2401,2306,2061
Women,70-74 years,Region Nordjylland,Infectious diseases,91,116,126,155
Women,70-74 years,Region Nordjylland,Diseases of lung,350,315,313,290
Women,70-74 years,Region Nordjylland,Diseases of the nervous system,113,146,157,132
Women,70-74 years,Region Nordjylland,Diseases of the heart and great vessels,223,254,237,214
Women,70-74 years,Region Nordjylland,"Diseases of arteries, veins, lymph",9,16,11,13
Women,70-74 years,Region Nordjylland,Varicose veins in leg,0,0,..,..
Women,70-74 years,Region Nordjylland,Diseases of blood and lymphatic tissue,42,55,48,49
Women,70-74 years,Region Nordjylland,Diseases of the stomach and intestines,316,378,396,296
Women,70-74 years,Region Nordjylland,Diseases of the urinary tract,105,137,101,99
Women,70-74 years,Region Nordjylland,Diseases of the musculoskeletal system,169,181,197,169
Women,70-74 years,Region Nordjylland,Diseases of female genital organs,6,19,14,14
Women,70-74 years,Region Nordjylland,"Diseases of pregnancy, delivery and the perinatal period",0,..,0,..
Women,70-74 years,Region Nordjylland,Diseases of the skin and venereal diseases,17,19,25,28
Women,70-74 years,Region Nordjylland,Diseases of the eye,8,14,12,4
Women,70-74 years,Region Nordjylland,"Diseases of ear, nose and throat",26,20,17,33
Women,70-74 years,Region Nordjylland,"Endocrine, metabolic and chromosomic diseases",79,84,87,90
Women,70-74 years,Region Nordjylland,Mental disorders,79,79,82,52
Women,70-74 years,Region Nordjylland,Diseases of mamma,..,..,..,4
Women,70-74 years,Region Nordjylland,Sterilization,0,0,0,0
Women,70-74 years,Region Nordjylland,Concussion,4,5,3,..
Women,70-74 years,Region Nordjylland,Poisonings,6,17,13,8
Women,70-74 years,Region Nordjylland,Live-born children,0,0,0,0
Women,70-74 years,Region Nordjylland,Other diseases,380,543,465,408
Women,75-79 years,Region Hovedstaden,"Diagnosis, total",7802,8528,8881,9088
Women,75-79 years,Region Hovedstaden,Infectious diseases,483,671,738,819
Women,75-79 years,Region Hovedstaden,Diseases of lung,1563,1230,1228,1461
Women,75-79 years,Region Hovedstaden,Diseases of the nervous system,457,558,566,531
Women,75-79 years,Region Hovedstaden,Diseases of the heart and great vessels,809,905,959,898
Women,75-79 years,Region Hovedstaden,"Diseases of arteries, veins, lymph",73,98,85,74
Women,75-79 years,Region Hovedstaden,Varicose veins in leg,..,..,3,..
Women,75-79 years,Region Hovedstaden,Diseases of blood and lymphatic tissue,166,172,197,184
Women,75-79 years,Region Hovedstaden,Diseases of the stomach and intestines,849,947,1069,1001
Women,75-79 years,Region Hovedstaden,Diseases of the urinary tract,364,437,496,452
Women,75-79 years,Region Hovedstaden,Diseases of the musculoskeletal system,857,989,1041,1113
Women,75-79 years,Region Hovedstaden,Diseases of female genital organs,20,33,20,25
Women,75-79 years,Region Hovedstaden,"Diseases of pregnancy, delivery and the perinatal period",..,0,0,0
Women,75-79 years,Region Hovedstaden,Diseases of the skin and venereal diseases,69,83,78,71
Women,75-79 years,Region Hovedstaden,Diseases of the eye,32,19,20,16
Women,75-79 years,Region Hovedstaden,"Diseases of ear, nose and throat",87,67,63,124
Women,75-79 years,Region Hovedstaden,"Endocrine, metabolic and chromosomic diseases",335,342,381,388
Women,75-79 years,Region Hovedstaden,Mental disorders,267,299,278,307
Women,75-79 years,Region Hovedstaden,Diseases of mamma,34,36,33,25
Women,75-79 years,Region Hovedstaden,Sterilization,0,0,0,0
Women,75-79 years,Region Hovedstaden,Concussion,24,17,20,19
Women,75-79 years,Region Hovedstaden,Poisonings,36,36,53,44
Women,75-79 years,Region Hovedstaden,Live-born children,0,0,0,0
Women,75-79 years,Region Hovedstaden,Other diseases,1274,1587,1553,1534
Women,75-79 years,Region Sjælland,"Diagnosis, total",4143,4718,4993,5272
Women,75-79 years,Region Sjælland,Infectious diseases,200,334,413,471
Women,75-79 years,Region Sjælland,Diseases of lung,768,749,787,806
Women,75-79 years,Region Sjælland,Diseases of the nervous system,197,226,233,230
Women,75-79 years,Region Sjælland,Diseases of the heart and great vessels,479,559,586,557
Women,75-79 years,Region Sjælland,"Diseases of arteries, veins, lymph",47,42,51,42
Women,75-79 years,Region Sjælland,Varicose veins in leg,0,..,3,..
Women,75-79 years,Region Sjælland,Diseases of blood and lymphatic tissue,129,140,149,167
Women,75-79 years,Region Sjælland,Diseases of the stomach and intestines,450,585,612,681
Women,75-79 years,Region Sjælland,Diseases of the urinary tract,243,247,247,253
Women,75-79 years,Region Sjælland,Diseases of the musculoskeletal system,408,502,507,567
Women,75-79 years,Region Sjælland,Diseases of female genital organs,14,18,41,22
Women,75-79 years,Region Sjælland,"Diseases of pregnancy, delivery and the perinatal period",0,0,0,..
Women,75-79 years,Region Sjælland,Diseases of the skin and venereal diseases,53,51,43,58
Women,75-79 years,Region Sjælland,Diseases of the eye,7,5,10,6
Women,75-79 years,Region Sjælland,"Diseases of ear, nose and throat",35,30,31,64
Women,75-79 years,Region Sjælland,"Endocrine, metabolic and chromosomic diseases",182,223,229,229
Women,75-79 years,Region Sjælland,Mental disorders,114,108,131,119
Women,75-79 years,Region Sjælland,Diseases of mamma,9,6,15,16
Women,75-79 years,Region Sjælland,Sterilization,0,0,0,0
Women,75-79 years,Region Sjælland,Concussion,9,13,11,13
Women,75-79 years,Region Sjælland,Poisonings,17,20,18,17
Women,75-79 years,Region Sjælland,Live-born children,0,0,0,0
Women,75-79 years,Region Sjælland,Other diseases,782,859,876,951
Women,75-79 years,Region Syddanmark,"Diagnosis, total",4329,5162,5405,5697
Women,75-79 years,Region Syddanmark,Infectious diseases,221,291,359,421
Women,75-79 years,Region Syddanmark,Diseases of lung,807,819,774,921
Women,75-79 years,Region Syddanmark,Diseases of the nervous system,262,302,319,350
Women,75-79 years,Region Syddanmark,Diseases of the heart and great vessels,416,493,576,613
Women,75-79 years,Region Syddanmark,"Diseases of arteries, veins, lymph",27,47,51,26
